name,image_path,dob,photo_taken,gender,face_score,second_face_score
Matt Rhead,75/40151275_1984-05-31_2013.jpg,724793,2013,1.0,2.362400265265041,
Ollie Palmer,05/40151505_1992-01-21_2013.jpg,727584,2013,1.0,2.7306542975736106,1.035647748339221
Dominic Knowles,45/40152645_1992-02-13_2012.jpg,727607,2012,1.0,3.9796297166146624,
Jason Trost,14/40153814_1986-11-15_2011.jpg,725691,2011,1.0,3.5381686647075603,
Shaquille Hunter,04/40154004_1995-08-29_2013.jpg,728900,2013,1.0,1.626643911802912,
Nicolò Melli,80/40155880_1991-01-26_2011.jpg,727224,2011,1.0,4.2682651532947204,
Anahí de Cárdenas,89/40156089_1983-06-14_2012.jpg,724441,2012,,3.9204582852498806,
Hiam Abbass,44/4015744_1960-11-30_2012.jpg,716210,2012,0.0,4.902654053029293,
Josh Gorges,55/4015755_1984-08-14_2010.jpg,724868,2010,1.0,2.4103532973674606,
Lori Loughlin,75/401575_1964-07-28_2014.jpg,717546,2014,0.0,4.3331366747251705,
Alan Irvine,67/4015767_1958-07-12_2008.jpg,715338,2008,1.0,3.1776490145227982,
Tiger Shroff,60/40157960_1990-03-02_2014.jpg,726894,2014,1.0,5.151701847141738,
Ishita Panchal,29/40158329_1998-12-01_2013.jpg,730090,2013,0.0,5.471252728779883,
Max Kretzschmar,17/40159017_1993-10-12_2014.jpg,728214,2014,1.0,4.870829037633482,1.5683290546995885
Denys Aleksandrov,24/40159024_1992-05-05_2014.jpg,727689,2014,1.0,3.9164002030774285,
Katherine Waterston,13/40159213_1980-03-03_2014.jpg,723243,2014,0.0,4.917312587500832,
Lou Saban,92/401592_1921-10-13_1963.jpg,701917,1963,1.0,3.725422277307253,
Dahlia Ravikovitch,07/401607_1936-11-27_1950.jpg,707441,1950,0.0,3.39362641861934,
Sam Underwood,91/40162191_1987-08-04_2014.jpg,725953,2014,1.0,5.20140992492022,
Dimitri Vegas &amp; Like Mike,69/40163369_1982-05-16_2013.jpg,724047,2013,1.0,1.9936654295042457,
Erwin von Witzleben,44/401644_1881-12-04_1940.jpg,687360,1940,1.0,3.299119305298486,
Kazuyoshi Funaki,75/4016475_1975-04-27_1998.jpg,721471,1998,1.0,3.2529333018356605,
Michael Shub,98/40166098_1943-08-17_2012.jpg,709895,2012,1.0,3.390379055268424,
William Parker Kennedy,18/40167818_1892-04-03_1949.jpg,691133,1949,1.0,3.752948037265054,
Jonathan Tah,90/40169590_1996-02-11_2014.jpg,729066,2014,1.0,3.545867169206174,
Kieffer Moore,28/40171028_1992-08-08_2014.jpg,727784,2014,1.0,4.347201481895087,
Tzeporah Berman,36/40171236_1969-02-05_2006.jpg,719199,2006,0.0,4.831043430738284,
Vance Joy,80/40172380_1987-12-01_2014.jpg,726072,2014,1.0,4.167818340472898,
Jack Payne,77/40177377_1994-10-25_2014.jpg,728592,2014,1.0,2.9777863191704155,
Steve Roach,77/401777_1955-02-16_2013.jpg,714096,2013,1.0,3.290665012404942,
Maika Monroe,08/40184108_1993-05-29_2013.jpg,728078,2013,0.0,4.472171932886902,
Nisha Rawal,05/40185005_1984-11-18_2014.jpg,724964,2014,0.0,4.891182655596425,
Al Rex,26/40185026_1928-07-13_1956.jpg,704382,1956,1.0,4.007656871902724,3.7599025404918045
Suchita Trivedi,40/40189040_1976-09-20_2011.jpg,721983,2011,0.0,3.6647518696892427,
Dean Holdsworth,80/4019080_1968-11-08_2007.jpg,719110,2007,1.0,3.147055441686018,
Fraser Aird,85/40191185_1995-02-02_2014.jpg,728692,2014,1.0,1.3822248011059348,
Akbar Khan,97/40191197_1962-08-16_1987.jpg,716834,1987,0.0,3.0115813174064505,
Birgit Kober,50/40192350_1971-07-10_2013.jpg,720084,2013,0.0,2.8046513594043603,
April Byron,05/40192805_1947-03-22_1982.jpg,711208,1982,0.0,4.1567248501505345,
Kozo Watanabe,55/40195155_1942-09-24_2013.jpg,709568,2013,1.0,3.7762564343228906,
Kitchie Nadal,24/5010024_1980-09-16_2009.jpg,723440,2009,0.0,3.1458854789061723,
Mike Smith,80/5011680_1982-03-22_2011.jpg,723992,2011,1.0,3.9750607683014074,
Allie Clark,00/5012100_1923-06-16_1953.jpg,702528,1953,1.0,2.6108874555579726,
Julie Carmen,82/5012682_1954-04-04_2009.jpg,713778,2009,0.0,5.604003650708723,
Chris Berman,87/501287_1955-05-10_2007.jpg,714179,2007,1.0,4.287795543241945,1.2917122224700048
Oscar Isaac,25/5013125_1979-03-09_2015.jpg,722883,2015,1.0,4.818881685214325,
Eleanor Bron,33/50133_1938-03-14_1968.jpg,707913,1968,0.0,5.475029966876773,
Afu-Ra,42/5013742_1974-01-31_2012.jpg,721020,2012,1.0,2.7858566902448847,
Keri Hilson,77/5013777_1982-12-05_2011.jpg,724250,2011,0.0,3.832209557379241,
Wasim Akram,93/501393_1966-06-03_2007.jpg,718221,2007,1.0,4.215989348130077,
Shannon Lucid,02/501402_1943-01-14_2004.jpg,709680,2004,0.0,3.9736292299618454,
Ini Kamoze,04/501404_1957-10-09_1998.jpg,715062,1998,1.0,1.5351173984243944,
Michael Ballack,52/501452_1976-09-26_2009.jpg,721989,2009,1.0,3.384989940712017,
Linton Kwesi Johnson,77/501577_1952-08-24_2008.jpg,713190,2008,1.0,1.6162009344000028,
Sandra Izbașa,81/5017681_1990-06-18_2008.jpg,727002,2008,0.0,3.1728890908415326,
Franziska Weisz,08/5017808_1980-05-04_2013.jpg,723305,2013,0.0,5.172347155909535,
Henrique Mecking,88/501988_1952-01-23_1978.jpg,712976,1978,1.0,3.06231321614273,
Adenor Leonardo Bacchi,33/6010633_1961-05-25_2012.jpg,716386,2012,1.0,0.9000679247011008,
Kappei Yamaguchi,37/601237_1965-05-23_2014.jpg,717845,2014,1.0,4.025273534800641,
John Sterling,49/601249_1938-07-04_2010.jpg,708025,2010,1.0,3.638547999265163,
Paul Erdős,84/601284_1913-03-26_1992.jpg,698794,1992,1.0,3.146959353129518,
Joe Posnanski,65/6012965_1967-01-08_2007.jpg,718440,2007,1.0,2.146651963810144,
Roy Lichtenstein,43/60143_1923-10-27_1967.jpg,702661,1967,1.0,3.847835562915698,
Richey Edwards,03/601503_1967-12-22_1992.jpg,718788,1992,1.0,1.2459220497117056,
Emiel Mellaard,95/6015395_1966-03-21_1987.jpg,718147,1987,1.0,2.7432572464477376,
Bill Lancaster,33/6016233_1947-11-17_1967.jpg,711448,1967,1.0,2.6712205243283047,
Jeff Banks,69/6016269_1943-03-17_2013.jpg,709742,2013,1.0,4.743609515089819,
Carter,17/6016517_1970-01-30_2008.jpg,719558,2008,1.0,3.9039309506480997,
Kim Carnes,64/601664_1945-07-20_2008.jpg,710598,2008,0.0,1.9642567928177543,
Paul Gardner,63/6016663_1956-03-05_2009.jpg,714479,2009,1.0,3.7248920393400424,
Christina Plate,09/6018009_1965-04-21_2012.jpg,717813,2012,0.0,3.6737943607483436,
Bruce Springsteen,92/60192_1949-09-23_2012.jpg,712124,2012,1.0,3.9404179957801677,
Rob Couhig,60/6019460_1949-04-20_2009.jpg,711968,2009,1.0,3.902195487786036,
Doug Watkins,29/701129_1934-03-02_1950.jpg,706440,1950,1.0,1.5484216194841034,
Petra Němcová,33/701533_1979-06-24_2012.jpg,722990,2012,0.0,4.733964366444683,
Christiaan Barnard,15/7015_1922-11-08_1969.jpg,702308,1969,1.0,3.330715433950392,
Beverly D'Angelo,11/701611_1951-11-15_2012.jpg,712907,2012,0.0,4.022734138296321,
Jane Connell,97/7016697_1925-10-27_1971.jpg,703392,1971,0.0,2.6770098725607236,2.520789398331356
Chen Kun,77/7018077_1976-02-04_2007.jpg,721754,2007,1.0,2.6657817837087023,
Jason Day,41/7018441_1987-11-12_2011.jpg,726053,2011,1.0,1.0379534705028306,
Dave Mason,60/701860_1946-05-10_2003.jpg,710892,2003,1.0,1.200862206356852,
Tomasz Majewski,35/7018635_1981-08-30_2008.jpg,723788,2008,1.0,4.230152816400733,
Paprika Steen,40/7019040_1964-11-03_2009.jpg,717644,2009,0.0,4.454070071046608,
Wílton Figueiredo,17/7019717_1982-03-17_2010.jpg,723987,2010,1.0,3.2137645639265244,
Jason Dungjen,72/8010372_1967-09-28_2010.jpg,718703,2010,1.0,3.2610236350909987,
June Lockhart,52/801152_1925-06-25_1947.jpg,703268,1947,0.0,4.3514720274440295,
Carla Beurskens,21/8012321_1952-02-10_1982.jpg,712994,1982,0.0,3.2757047120001443,
Miou-Miou,89/801289_1950-02-22_2013.jpg,712276,2013,0.0,4.166716379481326,
Daniel Ellsberg,28/80128_1931-04-07_2014.jpg,705380,2014,1.0,3.088591991642137,
Plamen Getov,86/8015186_1959-03-04_2011.jpg,715573,2011,1.0,3.417675903418362,
Milan Jovanović,38/8015338_1981-04-18_2010.jpg,723654,2010,1.0,1.914438975099042,
Ron Arad,52/8015452_1958-05-05_1987.jpg,715270,1987,1.0,2.451714145486625,
Shannon Tweed,84/801784_1957-03-10_2007.jpg,714849,2007,0.0,4.082426863702306,
Tony Lo Bianco,09/8018009_1936-10-19_1975.jpg,707402,1975,1.0,4.941530469493456,3.9486877014552304
Hillary B. Smith,22/801822_1957-05-25_2014.jpg,714925,2014,0.0,4.636174067929735,
James Tupper,69/8018669_1965-08-04_2014.jpg,717918,2014,1.0,3.829332879194068,
Julieta Granada,43/8019743_1986-11-17_2007.jpg,725693,2007,0.0,2.435900007653144,
Fred Haynes,61/8019761_1946-03-29_1964.jpg,710850,1964,1.0,4.286008724108328,
Howard Morrison,53/901053_1935-08-18_1993.jpg,706974,1993,1.0,4.483498062612339,
James Worthy,67/901067_1961-02-27_2007.jpg,716299,2007,1.0,4.021440284320909,
Phil Keoghan,15/901115_1967-05-31_2015.jpg,718583,2015,1.0,4.160191610954803,
Deion Sanders,41/901141_1967-08-09_2011.jpg,718653,2011,1.0,2.34822723624296,
Benjamin Zander,66/901166_1939-03-09_2009.jpg,708273,2009,1.0,3.6497390923311275,
Kotomitsuki Keiji,68/9011968_1976-04-11_2009.jpg,721821,2009,1.0,3.076113223907448,2.864168872920233
Kate Ritchie,07/901207_1978-08-14_2012.jpg,722676,2012,0.0,4.728993888624652,
Kip Gamblin,14/901214_1975-07-05_2012.jpg,721540,2012,1.0,2.6373150570155435,
Marissa Moss,29/9012329_1959-09-29_2014.jpg,715782,2014,0.0,5.358668869915039,
Sharon Leal,96/901396_1972-10-17_2011.jpg,720549,2011,0.0,4.585448708690909,
Corey Feldman,41/90141_1971-07-16_2010.jpg,720090,2010,1.0,4.614977923130156,
Holly Near,64/901464_1949-06-06_2006.jpg,712015,2006,0.0,4.30460573935698,
Chita Rivera,11/901511_1933-01-23_2009.jpg,706037,2009,0.0,3.625071806246001,
Ian Kennedy,26/9015626_1941-09-14_1987.jpg,709193,1987,1.0,5.197315296077009,
Natasha Bedingfield,34/901634_1981-11-26_2013.jpg,723876,2013,0.0,3.6786589363751654,
Willian,39/9016439_1983-09-22_2008.jpg,724541,2008,1.0,4.241480497460509,
Béla Károlyi,10/901710_1942-09-13_2009.jpg,709557,2009,1.0,3.7510523624065493,
Edinson Cavani,12/9017212_1987-02-14_2014.jpg,725782,2014,1.0,3.4017923771703895,
Michaela Kirchgasser,30/9017230_1985-03-18_2006.jpg,725084,2006,0.0,4.613594673956578,
Geraint Thomas,06/9017906_1986-05-25_2015.jpg,725517,2015,1.0,4.394871035556453,
Rob Chudzinski,70/9019670_1968-05-12_2013.jpg,718930,2013,1.0,1.229126091099333,
June Brown,19/1110019_1927-02-16_2009.jpg,703869,2009,0.0,2.697344858576741,
Brian Gorman,99/1110099_1959-06-11_2012.jpg,715672,2012,1.0,0.7320545879891619,
Chuck Meriwether,03/1110103_1956-06-30_2009.jpg,714596,2009,1.0,1.947685360251191,
Harriet Hunt,09/11101609_1978-02-04_2006.jpg,722485,2006,0.0,1.7904087630936447,
Ron Asheton,60/1110260_1948-07-17_1982.jpg,711691,1982,1.0,1.5031730176004339,1.0150321313917852
Mirjana Joković,12/11102812_1967-11-24_2010.jpg,718760,2010,0.0,5.039131668933978,
Larry Rohter,10/11104510_1950-02-03_2006.jpg,712257,2006,1.0,5.891463093020885,
Raphael Saadiq,76/1110576_1966-05-14_2012.jpg,718201,2012,1.0,3.476004354575777,
Big Tom,04/11108304_1936-09-18_2004.jpg,707371,2004,1.0,2.8240377281936078,
Luigi Riva,21/1110921_1944-11-07_1968.jpg,710343,1968,1.0,4.492007386599473,
Pulickel Ajayan,18/1111018_1962-07-15_2009.jpg,716802,2009,1.0,5.086827302677684,
Sebastian Faulks,22/1111022_1953-04-20_2008.jpg,713429,2008,1.0,3.6703904493823662,
Sigfried Held,35/1111035_1942-08-07_2005.jpg,709520,2005,1.0,4.856437646448319,
Harry Ulinski,79/11111079_1925-04-04_1950.jpg,703186,1950,1.0,1.4052419658690023,
"Fred ""Curly"" Morrison",87/11112187_1926-10-07_1950.jpg,703737,1950,1.0,2.859224875938838,
Simon Gagné,38/1111338_1980-02-29_2014.jpg,723240,2014,1.0,1.1536359824999234,
Preben Elkjær Larsen,68/1111368_1957-09-11_2011.jpg,715034,2011,1.0,3.92479513727295,
Phil Bardsley,15/1111715_1985-06-28_2011.jpg,725186,2011,1.0,3.351111935337797,
Daniel Curtis Lee,87/11119487_1991-05-17_2009.jpg,727335,2009,1.0,3.6772483880406064,
Steve Gibson,23/1112223_1955-03-26_2007.jpg,714134,2007,1.0,2.559947817768754,
Artūras Kasputis,65/11124565_1967-02-22_2012.jpg,718485,2012,1.0,4.3778885839497335,
Herman Hertzberger,80/11124980_1932-07-06_1970.jpg,705836,1970,1.0,4.773388854456256,
Nadia Ejjafini,58/11125158_1977-11-08_2007.jpg,722397,2007,0.0,4.082598407388924,2.803329644019891
Al Dorow,85/11125785_1929-11-15_1955.jpg,704872,1955,1.0,4.033220064272822,1.6557816253909432
Patrick Rothfuss,46/11125946_1973-06-06_2014.jpg,720781,2014,1.0,1.2409507300815932,
Meb Keflezighi,10/1112610_1975-05-05_2009.jpg,721479,2009,1.0,2.0561949392291043,
Lee Boylan,76/11127076_1978-09-02_2009.jpg,722695,2009,1.0,2.6059560049200705,
Gianfranco Miglio,19/11128819_1918-01-11_1960.jpg,700546,1960,1.0,2.8165688710946024,
Thomas G. Kelley,74/11130874_1939-05-13_2011.jpg,708338,2011,1.0,3.1833039484103596,
David Bohnett,63/11131763_1956-04-02_2011.jpg,714507,2011,1.0,4.6221380677331885,
Jonathan Freedland,97/1113197_1967-02-25_2013.jpg,718488,2013,1.0,3.6409111569694854,
Capleton,83/1113283_1967-04-13_2008.jpg,718535,2008,1.0,1.2119923650219047,
Leo van Vliet,18/11133218_1955-11-15_1976.jpg,714368,1976,1.0,3.7583483181299537,3.492493702945325
Hugh Brannum,26/1113426_1910-01-05_1960.jpg,697618,1960,1.0,2.1652434464111137,
Giorgio Faletti,37/11134537_1950-11-25_2009.jpg,712552,2009,1.0,2.9288965125345494,
Chris Albertson,88/1113588_1931-10-18_2006.jpg,705574,2006,1.0,3.186688853134287,
Marc Burns,32/1113832_1983-01-07_2009.jpg,724283,2009,1.0,2.5978467744210727,1.7019027505476274
Rudy Tomjanovich,29/1114029_1948-11-24_2009.jpg,711821,2009,1.0,4.218492010240795,
Jackie Fox,74/11140674_1959-12-20_2013.jpg,715864,2013,0.0,3.8613197079108055,3.509416264666043
Lloyd Cole,54/1114454_1961-01-31_2010.jpg,716272,2010,1.0,2.856363823023699,
Simon Reynolds,34/11145134_1963-06-19_2011.jpg,717141,2011,1.0,3.82383197349677,
John O'Shea,70/1114570_1981-04-30_2013.jpg,723666,2013,1.0,4.237443169641098,
Óscar Freire,05/1114705_1976-02-15_2011.jpg,721765,2011,1.0,3.9292331612198024,
François-Henri Pinault,70/11147070_1962-05-28_2011.jpg,716754,2011,1.0,3.1710678373058805,
Gilles Kepel,37/1114837_1955-06-30_2012.jpg,714230,2012,1.0,4.030618857087988,
Jamie McGinn,11/11148511_1988-08-05_2014.jpg,726320,2014,1.0,3.497723576668099,
Rick Allen,67/1115467_1963-11-01_2008.jpg,717276,2008,1.0,1.1736306951998114,
Wendy Venturini,89/1115489_1979-01-30_2008.jpg,722845,2008,0.0,5.020429066999822,
Joe Cannon,40/1115640_1975-01-01_2008.jpg,721355,2008,1.0,2.887889368456248,
Arto Salomaa,03/11157003_1934-06-06_2005.jpg,706536,2005,1.0,2.499271223920213,
Daiki Kameda,03/11157203_1989-01-06_2006.jpg,726474,2006,1.0,2.8920103854220756,
Marcus Peacock,84/11157384_1960-03-21_2006.jpg,715956,2006,1.0,4.546190704361715,
Nicolas Lombaerts,21/11157521_1985-03-20_2015.jpg,725086,2015,1.0,4.496568621166233,
Eddie Johnson,61/1115761_1984-03-31_2013.jpg,724732,2013,1.0,1.5902984998877638,
Kristin Chenoweth,91/1115791_1968-07-24_2012.jpg,719003,2012,0.0,2.157487826565153,
Bill Ryder-Jones,63/11158263_1983-08-10_2006.jpg,724498,2006,1.0,2.0818861240887365,
Ignacio Camacho,22/11159022_1990-05-04_2011.jpg,726957,2011,1.0,2.418815723022654,
Francesco Monterisi,68/11159868_1934-05-28_2012.jpg,706527,2012,1.0,3.8194207401922524,
Frederick Copleston,61/11161_1907-04-10_1987.jpg,696617,1987,1.0,2.696550252325901,
Khari Stephenson,58/1116258_1981-01-18_2010.jpg,723564,2010,1.0,3.696629502004961,
Matt Pickens,75/1116275_1982-04-05_2011.jpg,724006,2011,1.0,1.9687948108733855,
Paul Moon,56/11165456_1968-10-18_2011.jpg,719089,2011,1.0,4.811336633382979,
Katherine Dunham,55/1116555_1909-06-22_1956.jpg,697421,1956,0.0,2.3362454864141697,
Milan Jovanović,29/11166229_1983-07-21_2012.jpg,724478,2012,1.0,3.2627587742680926,1.3844658210101701
Kōji Gushiken,85/11166285_1956-11-12_2011.jpg,714731,2011,1.0,5.573127848396236,
Garland Wilson,90/11166990_1909-06-13_1940.jpg,697412,1940,1.0,2.165491163078569,
Connie Eaton,32/11167532_1950-03-01_1969.jpg,712283,1969,0.0,3.766573842328903,
Richard Doll,76/1116776_1912-10-28_2002.jpg,698645,2002,1.0,4.408796367337882,
Seán Sammon,27/11168427_1947-11-26_2007.jpg,711457,2007,1.0,3.983185007234102,
Igor Lebedenko,59/11168459_1983-05-27_2009.jpg,724423,2009,1.0,0.8870420105204281,
Sergey Tetyukhin,67/11168567_1975-09-23_2012.jpg,721620,2012,1.0,5.035613082799234,3.325082985627224
Matthew Lloyd,01/1116901_1978-04-16_2007.jpg,722556,2007,1.0,1.6660910846209789,
Emmy Rossum,98/1116998_1986-09-12_2011.jpg,725627,2011,0.0,5.024731826091355,
Joseph Orbeli,78/11171378_1887-03-20_2012.jpg,689292,2012,1.0,1.9237521119678431,
John Epperson,85/11171585_1955-04-24_2007.jpg,714163,2007,1.0,1.3446132685683323,
Phil Hammond,44/1117344_1962-01-01_2011.jpg,716607,2011,1.0,2.4964050081632094,
Graham Harrell,90/11173690_1985-05-22_2011.jpg,725149,2011,1.0,0.7986923143302596,
Greg Young,56/11174356_1983-04-25_2010.jpg,724391,2010,1.0,2.060907088448608,
Paul Bucha,56/11174556_1943-08-01_2011.jpg,709879,2011,1.0,4.685565958700025,
Juhi Chawla,93/1117493_1967-11-13_2012.jpg,718749,2012,0.0,4.792252843230638,
Plaxico Burress,31/1117731_1977-08-12_2011.jpg,722309,2011,1.0,2.73349257859137,
Madeline Carroll,87/11178187_1996-03-18_2012.jpg,729102,2012,0.0,5.058456422161745,
Marin Karmitz,20/1117820_1938-10-07_2007.jpg,708120,2007,1.0,2.761772768128106,
Hannes Stefánsson,99/11178299_1972-07-18_2008.jpg,720458,2008,1.0,2.188530317505197,
Yoshikatsu Kawaguchi,64/1117864_1975-08-15_2010.jpg,721581,2010,1.0,3.0557590313292775,
Murat Akyüz,55/11178655_1981-08-13_2013.jpg,723771,2013,1.0,1.2579146473805836,
Frank Sinatra,81/11181_1915-12-12_1947.jpg,699785,1947,1.0,2.5211019331242004,
Caroline Benn,36/1118236_1926-10-13_2000.jpg,703743,2000,0.0,3.29791724819171,
Nat Pierce,29/11184929_1925-07-16_1961.jpg,703289,1961,1.0,2.1626336384208544,1.3700843000402354
Terence Tao,98/1118498_1975-07-17_2006.jpg,721552,2006,1.0,4.053792185215228,
Kristen Nygaard,10/11186410_1949-09-09_1982.jpg,712110,1982,1.0,3.1437279054212333,2.1685105704953567
John Smith,41/11186641_1931-03-06_1957.jpg,705348,1957,1.0,3.438993729901438,
Gunter Hampel,23/11187923_1937-08-31_2008.jpg,707718,2008,1.0,1.3695687569242643,
Ludovic Sylvestre,92/11188392_1984-02-05_2013.jpg,724677,2013,1.0,1.4478011824556805,
William Margold,57/11189557_1943-10-02_2011.jpg,709941,2011,1.0,1.5961388957044447,
Mario Palanti,66/11189666_1885-09-20_1946.jpg,688746,1946,1.0,2.27273887862576,
Patrick Jonker,23/11190123_1969-05-25_2004.jpg,719308,2004,1.0,2.344867536894994,1.5394315219588153
Sebastian Giovinco,57/11190657_1987-01-26_2012.jpg,725763,2012,1.0,3.474707660545035,
Enrico Gasparotto,32/11190732_1982-03-22_2013.jpg,723992,2013,1.0,3.4887514426213477,
BxB Hulk,75/11191175_1980-07-15_2006.jpg,723377,2006,1.0,2.0922247001004033,
John McGahern,67/1119167_1934-11-12_1960.jpg,706695,1960,1.0,2.1106361357359416,
Fara Williams,78/11191978_1984-01-25_2014.jpg,724666,2014,0.0,1.3949008890608867,
Jody Handley,09/11192209_1979-03-12_2006.jpg,722886,2006,0.0,2.634107969061893,1.6812271728905097
Karl Strauss,93/11192393_1912-10-05_1960.jpg,698622,1960,1.0,3.2463924995753923,
Paul Brinegar,88/11192988_1917-12-19_1968.jpg,700523,1968,1.0,2.7150691351618064,
Krystyna Zachwatowicz,07/11194707_1930-05-16_2005.jpg,705054,2005,0.0,2.5999157040023806,2.0429647716162695
Anthony Callea,14/1119614_1982-12-13_2012.jpg,724258,2012,1.0,4.541998983927268,
Ken Jeong,74/11196274_1969-07-13_2015.jpg,719357,2015,1.0,5.361982755048077,
John Hagee,83/1119683_1940-04-12_2007.jpg,708673,2007,1.0,2.6476313917381207,
Theresa Sparks,08/11198508_1949-04-08_2010.jpg,711956,2010,0.0,1.456985257296126,1.0575503907568575
Ali Krieger,09/21100009_1984-07-28_2014.jpg,724851,2014,0.0,4.438079401970824,
Diego Ribas da Cunha,77/2110277_1985-02-28_2014.jpg,725066,2014,1.0,3.4207847655540093,
Domingos Paciência,93/2110293_1969-01-02_2011.jpg,719165,2011,1.0,2.1275039018133115,
Rihanna,23/2110323_1988-02-20_2013.jpg,726153,2013,0.0,2.6019209744669216,
Carmen Martín,45/21105045_1988-05-29_2014.jpg,726252,2014,0.0,3.3044813444138628,3.286953392984458
James Deen,66/21105366_1986-02-07_2010.jpg,725410,2010,1.0,3.4914750810261066,
Monica Raymund,84/21107384_1986-07-26_2013.jpg,725579,2013,0.0,5.481077804429341,
Ben Cooper,10/21107410_1933-09-30_1960.jpg,706287,1960,1.0,2.5117469386016196,
Method Man,80/211080_1971-03-02_2010.jpg,719954,2010,1.0,1.8996638594603015,
Steve Zakuani,88/21110088_1988-02-09_2010.jpg,726142,2010,1.0,0.7420257373332069,
Marina Antipova,48/21110848_1992-09-29_2008.jpg,727836,2008,0.0,3.2108817924954667,
Artem Kudashev,94/21110894_1990-06-16_2008.jpg,727000,2008,1.0,3.2108817924954667,
Marissa Castelli,75/21110975_1990-08-20_2013.jpg,727065,2013,0.0,3.1443455125590676,1.761637936196627
Simon Shnapir,07/21111007_1987-08-20_2013.jpg,725969,2013,1.0,3.1443455125590676,1.761637936196627
Nicolas Cage,11/21111_1964-01-07_2013.jpg,717343,2013,1.0,5.354282163299364,
Nigel Bradham,56/21112556_1989-09-04_2014.jpg,726715,2014,1.0,2.4692812023174238,
Mark Donaldson,49/21113449_1979-04-02_2014.jpg,722907,2014,1.0,4.136699531356798,
Solhi al-Wadi,74/21113974_1934-02-12_1979.jpg,706422,1979,1.0,3.7177610074032112,
Sitor Situmorang,25/21114225_1923-10-02_1955.jpg,702636,1955,1.0,3.693452871213557,
Joao Rojas,97/21114297_1989-06-14_2011.jpg,726633,2011,1.0,1.809584909212004,
Brian J. Smith,22/21115922_1981-10-12_2010.jpg,723831,2010,1.0,3.3620690416299843,
Jolyon Palmer,04/21116204_1991-01-20_2014.jpg,727218,2014,1.0,4.367437446489569,
Haruka Imai,52/21116452_1993-08-31_2010.jpg,728172,2010,0.0,1.2757324638301206,
Andreas Wagenhaus,70/21117270_1964-10-29_1990.jpg,717639,1990,,3.1374714405904447,1.126609151882833
Bruce Bennett,74/2111874_1906-05-19_1940.jpg,696291,1940,1.0,4.464566480489784,
Peter Swirski,10/21120210_1966-02-27_2009.jpg,718125,2009,1.0,1.6394491602353998,
Tom Cleverley,45/21121845_1989-08-12_2010.jpg,726692,2010,1.0,1.7988141455649966,
Cristie Kerr,20/2112220_1977-10-12_2009.jpg,722370,2009,0.0,2.1322388194111666,
David Button,43/21122243_1989-02-27_2010.jpg,726526,2010,1.0,1.0517362761134779,
Larry Clark,44/211244_1943-01-19_2013.jpg,709685,2013,1.0,2.3416378527068704,
Michael Swanwick,74/211274_1950-11-18_2009.jpg,712545,2009,1.0,1.774247512615274,
Sirhan Sirhan,45/21131645_1944-03-19_1969.jpg,710110,1969,1.0,5.074915455862046,
Aysel Teymurzadeh,52/21132052_1989-04-25_2009.jpg,726583,2009,0.0,4.826393434310299,
Veronica Belmont,73/21132073_1982-07-21_2009.jpg,724113,2009,0.0,3.5425078057649926,
Bill Pullman,63/21132363_1953-12-17_2011.jpg,713670,2011,1.0,3.7518555191653524,
Jeff Goldblum,73/21132373_1952-10-22_2010.jpg,713249,2010,1.0,2.9654570282751163,
Ken Jackson,33/21133533_1929-04-26_1954.jpg,704669,1954,,2.3587181820029537,
Meredith Salenger,60/2113360_1970-03-14_2008.jpg,719601,2008,0.0,4.376946889481345,
Esben Esther Pirelli Benestad,82/21134682_1949-05-03_2011.jpg,711981,2011,1.0,3.5970452282735934,
Aftab Ahmed,70/2113570_1985-11-10_2007.jpg,725321,2007,1.0,5.248928363238316,
Michiyo Kogure,60/21136460_1918-01-31_1950.jpg,700566,1950,0.0,1.947913080376925,
Nenad Kljaić,85/21136785_1966-12-21_2014.jpg,718422,2014,1.0,3.2152324290931373,
Michael Rensing,20/2113720_1984-05-14_2013.jpg,724776,2013,1.0,6.499104828211667,
Graham Gano,09/21138409_1987-04-09_2012.jpg,725836,2012,1.0,4.497533188850721,1.4787846673669047
William Ernest Staton,81/21140281_1898-08-27_1941.jpg,693470,1941,1.0,5.231733478925261,
Danielle De Metz,97/21141497_1938-09-05_1959.jpg,708088,1959,0.0,2.204874911348966,
Paolo Guerrero,81/2114281_1984-01-01_2008.jpg,724642,2008,1.0,5.085715811226251,
Russell Wilson,91/21143591_1988-11-29_2014.jpg,726436,2014,1.0,3.4347950580318276,
Richard Herring,47/211447_1967-07-12_2011.jpg,718625,2011,1.0,3.5142865711645115,
Valie Export,21/2114521_1940-05-17_2013.jpg,708708,2013,0.0,4.122268794857009,1.3668791659845527
Stewart Lee,53/211453_1968-04-05_2008.jpg,718893,2008,1.0,5.320762110008791,
Chris Henry,51/2114551_1983-05-17_2008.jpg,724413,2008,1.0,3.8126167164325917,
Judith A. Winston,89/21146289_1943-11-23_1998.jpg,709993,1998,0.0,5.031466269387014,
Mariko Okada,66/21146666_1933-01-11_1955.jpg,706025,1955,0.0,3.9866990374028712,
Zack Follett,37/21147537_1987-07-03_2008.jpg,725921,2008,1.0,4.300374495602497,
Antonio Skármeta,94/2114794_1940-11-07_2009.jpg,708882,2009,1.0,2.2007399488953765,
Camilla Belle,62/2114962_1986-10-02_2012.jpg,725647,2012,0.0,4.650501591024272,
